month_id,country_id,sc_cm_sb_cflong_calibrated
483,40,5.927277585460644e-19
483,41,1.234457287462922e-05
483,42,0.004564223229751731
483,43,5.318473595038016e-06
483,47,0.8187645908624072
483,48,1.1179857141133726e-05
483,49,5.927277585460644e-19
483,50,0.8069004457111759
483,52,8.004419926780458e-06
483,53,5.6293519601271847e-08
483,54,0.004621107167033868
483,55,9.009278361886653e-06
483,56,6.158380344131083e-06
483,57,0.03218210134394288
483,67,0.0007694629806230508
483,69,0.8671805274581587
483,70,0.07341564540269224
483,73,0.0014358613026935112
483,74,0.025511807417871103
483,76,5.927277585460644e-19
483,78,0.5547130902309902
483,79,0.9982454284771789
483,80,5.927277585460644e-19
483,81,9.578660352836436e-05
483,120,0.9937543311663618
483,154,5.927277585460644e-19
483,155,0.006446218864927188
483,156,0.0025038316451590934
483,157,5.927277585460644e-19
483,158,2.0417957542296103e-05
483,159,0.001590311762533186
483,160,0.0006029495472186501
483,161,0.029807887663429886
483,162,0.7120628505137677
483,163,0.0046974973528487235
483,164,2.0012367150514975e-07
483,165,0.0008514435955486918
483,166,0.0009549837550109905
483,167,0.9550710620103519
483,169,5.6293519601271847e-08
483,170,0.0012584882204372918
483,172,1.1179857141133726e-05
483,173,5.927277585460644e-19
483,174,5.927277585460644e-19
483,213,0.6318560212890941
483,214,0.25509279943258656
483,222,0.4326373396067792
483,235,0.0002712169464336811
483,237,0.04147571720416314
483,242,0.006401361175619973
483,243,4.2029301501168206e-07
483,244,4.534927285224908e-06
483,245,0.01966597281590206
483,246,0.02644044507789362
484,40,3.71889896031941e-18
484,41,2.560312215461772e-05
484,42,0.008466688385167408
484,43,5.37710043628385e-06
484,47,0.7986517092771863
484,48,5.9292268392053876e-05
484,49,3.71889896031941e-18
484,50,0.7886846319004446
484,52,8.00264951283998e-05
484,53,2.814675980405846e-08
484,54,0.004553921686187226
484,55,2.3935474898246433e-05
484,56,1.1120686116589696e-05
484,57,0.06424879701155291
484,67,0.0007103138448037148
484,69,0.8347862381641844
484,70,0.08648284132774539
484,73,0.002131262229746123
484,74,0.02008663643923294
484,76,5.007101955281401e-07
484,78,0.5406823287394448
484,79,0.998616468007254
484,80,3.71889896031941e-18
484,81,0.000273902039936036
484,120,0.9944824411795328
484,154,2.717863638765139e-06
484,155,0.010119748056154773
484,156,0.003923126551578202
484,157,7.533445423138393e-08
484,158,8.150676877058581e-05
484,159,0.0009536799724773642
484,160,0.0008547546678047733
484,161,0.03397981632173061
484,162,0.7414659090659379
484,163,0.014070453351093314
484,164,8.14155778027673e-06
484,165,0.00119148332710891
484,166,0.0012174422519497584
484,167,0.9444627766347142
484,169,8.504380078715482e-07
484,170,0.0008786719435461552
484,172,1.3631424515091017e-05
484,173,3.71889896031941e-18
484,174,3.71889896031941e-18
484,213,0.5804570047366229
484,214,0.23777449074756604
484,222,0.5004771032616329
484,235,0.0003578111214444016
484,237,0.05976069826202401
484,242,0.012436665795577173
484,243,2.3688297822826544e-06
484,244,3.876653993058371e-05
484,245,0.04688966171956428
484,246,0.043449019086583024
485,40,6.845070162092755e-18
485,41,3.886167143460622e-05
485,42,0.012369153540583086
485,43,5.435727277529685e-06
485,47,0.7785388276919654
485,48,0.00010740467964297402
485,49,6.845070162092755e-18
485,50,0.7704688180897132
485,52,0.00015204857033001914
485,53,6.845070162092755e-18
485,54,0.004486736205340585
485,55,3.886167143460622e-05
485,56,1.608299188904831e-05
485,57,0.09631549267916294
485,67,0.0006511647089843789
485,69,0.8023919488702103
485,70,0.09955003725279853
485,73,0.0028266631567987347
485,74,0.014661465460594773
485,76,1.0014203910556876e-06
485,78,0.5266515672478993
485,79,0.9989875075373292
485,80,6.845070162092755e-18
485,81,0.0004520174763437077
485,120,0.9952105511927036
485,154,5.435727277529685e-06
485,155,0.013793277247382359
485,156,0.005342421457997311
485,157,1.5066890846217516e-07
485,158,0.0001425955799988755
485,159,0.00031704818242154245
485,160,0.0011065597883908964
485,161,0.03815174498003133
485,162,0.7708689676181082
485,163,0.023443409349337904
