month_id,country_id,sc_cm_sb_acled_violence_calibrated
489,40,1.0689544944450395e-06
489,41,0.14021050167238705
489,42,0.486748572002514
489,43,0.03981779461751463
489,47,0.23094386677030967
489,48,0.04400017075639873
489,49,1.0689544944450395e-06
489,50,0.3637113063889966
489,52,0.13130523516138837
489,53,0.010602965438867955
489,54,0.09535130254440777
489,55,0.05681268791179305
489,56,1.0689544944450395e-06
489,57,0.040895850384659344
489,67,0.12930054684268724
489,69,0.2845175237187144
489,70,0.36737267591613726
489,73,0.12828818078888057
489,74,0.03787202779705049
489,76,0.008093714523235748
489,78,0.16130522443570686
489,79,0.5703996353231783
489,80,1.0689544944450395e-06
489,81,0.01686704922430669
489,120,0.5031441725128305
489,154,0.055372833010124925
489,155,0.1988457675475252
489,156,0.16413376422259818
489,157,0.09600505431258313
489,158,0.04168950608562933
489,159,1.0689544944450395e-06
489,160,0.007118399808473709
489,161,0.02979520471662659
489,162,0.46109868463650316
489,163,0.019873411089457803
489,164,0.010602965438867955
489,165,0.09336645352028465
489,166,0.044250821802201606
489,167,0.3654596607611022
489,169,0.00603143072397822
489,170,1.0689544944450395e-06
489,172,0.013430381183903798
489,173,1.0689544944450395e-06
489,174,1.0689544944450395e-06
489,213,0.44025153525315336
489,214,0.38244546057718815
489,222,0.013430381183903798
489,235,0.39065777720539135
489,237,0.11080297565950221
489,242,0.09639547100944906
489,243,0.01686704922430669
489,244,0.042211862300953994
489,245,0.4660047052897644
489,246,0.18118554981293938
490,40,5.67081750086444e-07
490,41,0.22599280397519556
490,42,0.4935275120553584
490,43,0.022430897978504297
490,47,0.27801613944832376
490,48,0.028392971577909105
490,49,0.0012621220336548112
490,50,0.4620396360570681
490,52,0.1090770738695202
490,53,0.008458391074163359
490,54,0.055220648600868
490,55,0.0454167210644323
490,56,0.0022957769369190547
490,57,0.02508631536307031
490,67,0.09880531649471659
490,69,0.3381095589341243
490,70,0.2780973051796481
490,73,0.07182760128416771
490,74,0.038560556555431766
490,76,0.006105478729150377
490,78,0.1838265145965801
490,79,0.6222632667320003
490,80,5.67081750086444e-07
490,81,0.011385319937368124
490,120,0.5257244615027454
490,154,0.04219509436153651
490,155,0.17937298932598214
490,156,0.12131739627408841
490,157,0.07748601842047391
490,158,0.05317065347727748
490,159,5.67081750086444e-07
490,160,0.004139212859142526
490,161,0.022020169380325236
490,162,0.43616009551744805
490,163,0.014745433461823719
490,164,0.007111436427423461
490,165,0.09590733174877653
490,166,0.056971340701463834
490,167,0.4239264535055417
490,169,0.004277302918396699
490,170,0.0005805474321528938
490,172,0.010150147977459636
490,173,5.67081750086444e-07
490,174,5.67081750086444e-07
490,213,0.4793517355732074
490,214,0.4522657710903797
490,222,0.010150147977459636
490,235,0.35969514309604694
490,237,0.07609735608396276
490,242,0.07383020427366602
490,243,0.011173985898161216
490,244,0.03907004272398534
490,245,0.26941262851946635
490,246,0.18610243588798114
491,40,6.520900572784833e-08
491,41,0.31177510627800403
491,42,0.5003064521082028
491,43,0.005044001339493958
491,47,0.3250884121263379
491,48,0.012785772399419483
491,49,0.0025231751128151777
491,50,0.5603679657251396
491,52,0.08684891257765202
491,53,0.006313816709458761
491,54,0.015089994657328232
491,55,0.03402075421707154
491,56,0.004590484919343664
491,57,0.00927678034148128
491,67,0.06831008614674594
491,69,0.39170159414953426
491,70,0.18882193444315892
491,73,0.01536702177945485
491,74,0.03924908531381305
491,76,0.0041172429350650065
491,78,0.20634780475745332
491,79,0.6741268981408222
491,80,6.520900572784833e-08
491,81,0.005903590650429557
491,120,0.5483047504926604
491,154,0.02901735571294809
491,155,0.15990021110443908
491,156,0.07850102832557866
491,157,0.05896698252836469
491,158,0.06465180086892564
491,159,6.520900572784833e-08
491,160,0.0011600259098113424
491,161,0.014245134044023885
491,162,0.4112215063983929
491,163,0.009617455834189634
491,164,0.003619907415978967
491,165,0.0984482099772684
491,166,0.06969185960072606
491,167,0.48239324624998114
491,169,0.0025231751128151777
491,170,0.0011600259098113424
491,172,0.006869914771015472
491,173,6.520900572784833e-08
491,174,6.520900572784833e-08
491,213,0.5184519358932616
491,214,0.5220860816035712
491,222,0.006869914771015472
491,235,0.32873250898670253
491,237,0.0413917365084233
491,242,0.051264937537882964
491,243,0.005480922572015741
491,244,0.0359282231470167
491,245,0.0728205517491683
491,246,0.19101932196302288
492,40,5.5988396922772687e-08
492,41,0.27807825802899405
492,42,0.5014150612957703
492,43,0.010736136099012882
492,47,0.28530411214463397
492,48,0.04198337594894931
492,49,0.0016821292576032227
492,50,0.5285306805446701
492,52,0.06792065491511787
492,53,0.013689226406697043
492,54,0.012884269847982525
492,55,0.03258262342609667
492,56,0.00432934211136435
492,57,0.04647393921149405
492,67,0.08710919092470398
492,69,0.37638893623345965
492,70,0.16287498290892677
492,73,0.03155099237027065
492,74,0.03458737106552376
492,76,0.0038788954589495236
492,78,0.19653906978401706
492,79,0.6579737080985033
492,80,5.5988396922772687e-08
492,81,0.008443974720497136
492,120,0.589260417415556
492,154,0.02882491907568993
492,155,0.28364233076053436
492,156,0.0853990555783995
492,157,0.052843923852664176
492,158,0.05294347262307362
492,159,5.5988396922772687e-08
492,160,0.0022975474817427807
492,161,0.01509886518367022
492,162,0.3973242300141585
492,163,0.013650012194405169
492,164,0.003812064405319314
492,165,0.15902492095879572
492,166,0.06168618031488446
492,167,0.46562847457589907
492,169,0.0019885342468669263
492,170,0.002984522524382495
492,172,0.006984646538928356
